NO_REGIAO_IES;CO_REGIAO_IES;SG_UF_IES;CO_UF_IES;CO_MUNICIPIO_IES;IN_CAPITAL_IES;TP_ORGANIZACAO_ACADEMICA;TP_REDE;TP_CATEGORIA_ADMINISTRATIVA;CO_IES;QT_TEC_TOTAL;QT_DOC_EXE;QT_DOC_EX_MEST;QT_DOC_EX_DOUT;QT_DOC_EX_INT;QT_DOC_EX_INT_DE;QT_CURSO;QT_VG_TOTAL;QT_MAT;QT_MAT_DEFICIENTE;QT_MAT_FINANC;QT_MAT_FIES;QT_MAT_PROUNII;QT_MAT_PROUNIP;QT_MAT_RESERVA_VAGA;QT_MAT_RVPDEF;QT_MAT_APOIO_SOCIAL;QT_MAT_ATIV_EXTRACURRICULAR;QT_MAT_MOB_ACADEMICA;PROP_PCD
Sudeste;3;SP;35;3555000;0;3;2;4;269;13;34;6;3;4;2;7.0;825.0;70.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;14.0;0.0;0.0
Sudeste;3;SP;35;3541406;0;1;2;5;271;1057;655;316;322;321;0;76.0;6078.0;11561.0;4.0;4071.0;1936.0;1103.0;0.0;0.0;0.0;399.0;3924.0;0.0;0.00034599083124297204
Sudeste;3;SP;35;3549904;0;1;2;5;275;254;271;79;146;91;21;56.0;2762.0;3725.0;31.0;1190.0;0.0;506.0;348.0;0.0;0.0;56.0;643.0;0.0;0.00832214765100671
Sudeste;3;SP;35;3552205;0;3;2;5;276;26;27;12;13;8;0;1.0;240.0;706.0;0.0;32.0;0.0;0.0;0.0;0.0;0.0;4.0;82.0;0.0;0.0
Sudeste;3;RJ;33;3304557;1;2;2;5;277;337;632;343;159;218;0;92.0;13573.0;32911.0;525.0;581.0;262.0;0.0;0.0;0.0;0.0;0.0;92.0;0.0;0.015952113275196744
Sudeste;3;RJ;33;3304557;1;2;2;5;279;82;90;40;38;27;0;9.0;1633.0;1340.0;6.0;58.0;0.0;58.0;0.0;0.0;0.0;0.0;0.0;0.0;0.004477611940298508
Sudeste;3;MG;31;3132404;0;3;2;4;284;62;71;20;21;15;0;1.0;128.0;672.0;0.0;125.0;58.0;58.0;0.0;0.0;0.0;57.0;0.0;0.0;0.0
Sudeste;3;MG;31;3127701;0;3;2;5;288;33;39;18;8;3;0;1.0;112.0;364.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Sul;4;RS;43;4321808;0;3;2;5;294;64;110;68;23;9;0;9.0;461.0;582.0;1.0;171.0;21.0;57.0;0.0;0.0;0.0;0.0;0.0;0.0;0.001718213058419244
Sul;4;RS;43;4316808;0;1;2;5;295;690;404;168;198;131;0;79.0;7001.0;5915.0;33.0;3081.0;290.0;844.0;59.0;0.0;0.0;0.0;496.0;65.0;0.005579036348267117
Sul;4;RS;43;4301602;0;2;2;5;296;176;222;105;42;10;0;42.0;1432.0;2806.0;21.0;594.0;263.0;325.0;6.0;0.0;0.0;0.0;0.0;0.0;0.007483962936564505
Sul;4;PR;41;4113700;0;1;2;4;298;361;519;254;164;94;0;178.0;5749.0;843645.0;9391.0;430008.0;78.0;35946.0;2.0;0.0;0.0;5748.0;47661.0;0.0;0.0111314593223453
Sudeste;3;MG;31;3105608;0;3;2;5;307;224;106;44;26;3;0;1.0;170.0;920.0;0.0;485.0;0.0;60.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Sudeste;3;MG;31;3105608;0;2;2;5;308;249;282;115;58;138;0;29.0;3105.0;4591.0;1.0;1317.0;130.0;648.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00021781746896101068
Sudeste;3;SP;35;3550308;1;1;2;5;316;870;1498;538;668;549;0;212.0;113550.0;162714.0;308.0;9133.0;3212.0;4269.0;10.0;0.0;0.0;31.0;162714.0;0.0;0.0018928918224614968
Sudeste;3;SP;35;3550308;1;1;2;5;319;249;297;98;99;104;2;40.0;20233.0;4584.0;0.0;1608.0;236.0;447.0;128.0;1.0;0.0;0.0;4582.0;0.0;0.0
Sudeste;3;SP;35;3550308;1;1;2;4;322;3711;3417;1627;1344;1528;0;737.0;131105.0;260362.0;1972.0;29417.0;0.0;16653.0;0.0;0.0;0.0;0.0;529.0;12.0;0.007574069948763644
Sudeste;3;RJ;33;3303500;0;1;2;5;330;715;482;284;114;165;0;66.0;4184.0;17056.0;96.0;7727.0;556.0;0.0;0.0;0.0;0.0;0.0;3430.0;0.0;0.005628517823639775
Sudeste;3;MG;31;3136702;0;2;2;5;337;112;185;104;47;19;0;22.0;2988.0;2583.0;12.0;709.0;69.0;172.0;74.0;0.0;0.0;0.0;995.0;0.0;0.004645760743321719
Sudeste;3;MG;31;3106200;1;1;2;5;338;1709;1690;658;885;558;0;161.0;22218.0;41876.0;417.0;12409.0;2.0;6136.0;1804.0;0.0;0.0;0.0;26817.0;185.0;0.00995797115292769
Nordeste;2;PB;25;2507507;1;3;2;4;339;17;22;7;2;7;0;3.0;590.0;366.0;3.0;365.0;1.0;24.0;0.0;0.0;0.0;0.0;11.0;0.0;0.00819672131147541
Sudeste;3;MG;31;3106200;1;2;2;4;343;146;155;73;77;35;0;47.0;15552.0;8144.0;1.0;4349.0;526.0;609.0;71.0;0.0;0.0;0.0;12.0;0.0;0.00012278978388998034
Sudeste;3;MG;31;3106200;1;2;2;4;344;234;362;204;134;80;0;224.0;4421.0;24350.0;166.0;2310.0;576.0;1682.0;52.0;0.0;0.0;0.0;2835.0;0.0;0.006817248459958933
Sudeste;3;MG;31;3106200;1;3;2;5;345;49;12;4;8;6;0;1.0;382.0;92.0;1.0;9.0;3.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0.010869565217391304
Sudeste;3;SP;35;3526902;0;3;2;5;346;5;27;9;4;0;0;2.0;3255.0;47.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;47.0;0.0;0.0;0.0
Sudeste;3;MG;31;3106200;1;2;2;4;349;177;175;82;81;41;0;82.0;2159.0;6709.0;75.0;1388.0;618.0;742.0;28.0;0.0;0.0;0.0;1456.0;0.0;0.011179013265762408
Sudeste;3;MG;31;3106200;1;3;2;5;351;566;420;228;169;90;0;5.0;1001.0;3613.0;28.0;784.0;40.0;703.0;0.0;0.0;0.0;231.0;1722.0;46.0;0.0077497924162745644
Nordeste;2;PB;25;2507507;1;2;2;4;352;490;503;236;149;118;0;120.0;9788.0;15460.0;254.0;5132.0;678.0;1052.0;3.0;0.0;0.0;0.0;7992.0;0.0;0.01642949547218629
Sul;4;PR;41;4106902;1;3;2;5;353;47;111;49;57;19;2;1.0;146.0;846.0;1.0;89.0;0.0;66.0;0.0;0.0;0.0;0.0;556.0;0.0;0.001182033096926714
Sul;4;PR;41;4106902;1;1;2;4;355;193;370;179;140;90;0;44.0;4235.0;6861.0;6.0;1095.0;300.0;101.0;153.0;0.0;0.0;0.0;2723.0;0.0;0.0008745080891998251
Sudeste;3;SP;35;3550308;1;2;2;5;360;26;54;34;9;15;0;8.0;1418.0;276.0;0.0;79.0;0.0;18.0;61.0;0.0;0.0;0.0;0.0;0.0;0.0
Sudeste;3;SP;35;3548807;0;3;2;5;361;5;7;3;2;6;4;2.0;50.0;50.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Sudeste;3;SP;35;3550308;1;3;2;4;362;319;18;8;10;1;0;2.0;70.0;74.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Sudeste;3;SP;35;3550308;1;3;2;5;363;9;21;6;6;4;0;14.0;1793.0;345.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.011594202898550725
Sudeste;3;MG;31;3143302;0;1;1;2;367;1486;989;370;507;867;187;67.0;4199.0;10721.0;223.0;0.0;0.0;0.0;0.0;2385.0;119.0;712.0;2418.0;0.0;0.02080029847961944
Sudeste;3;SP;35;3552205;0;3;2;5;368;7;19;10;7;10;4;4.0;1155.0;550.0;0.0;150.0;0.0;80.0;20.0;0.0;0.0;0.0;0.0;0.0;0.0
Sudeste;3;SP;35;3550308;1;3;2;5;370;5;17;7;3;0;0;4.0;415.0;183.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00546448087431694
Sudeste;3;SP;35;3550308;1;3;2;4;371;14;4;1;2;1;0;1.0;160.0;8.0;0.0;5.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
Sudeste;3;SP;35;3550308;1;3;2;5;373;69;29;10;16;4;0;4.0;561.0;263.0;0.0;216.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Sudeste;3;SP;35;3550308;1;2;2;5;374;444;492;264;175;99;0;145.0;26158.0;63561.0;516.0;3129.0;161.0;2968.0;0.0;0.0;0.0;0.0;0.0;0.0;0.008118185679898051
Sudeste;3;SP;35;3550308;1;1;2;5;375;906;665;357;288;368;13;89.0;7224.0;34320.0;142.0;13960.0;114.0;3798.0;210.0;0.0;0.0;30712.0;34311.0;0.0;0.004137529137529137
Sudeste;3;SP;35;3550308;1;2;2;4;376;202;706;321;172;109;0;144.0;15983.0;17884.0;385.0;8663.0;110.0;2554.0;0.0;0.0;0.0;0.0;5084.0;0.0;0.021527622455826435
Norte;1;PA;15;1501402;1;1;2;4;383;445;776;387;198;407;0;145.0;44354.0;39644.0;157.0;19199.0;1334.0;2470.0;0.0;0.0;0.0;0.0;0.0;0.0;0.003960246191100797
Centro-Oeste;5;GO;52;5201108;0;1;2;5;384;869;468;195;126;184;0;61.0;6059.0;10727.0;104.0;3713.0;433.0;1243.0;50.0;0.0;0.0;53.0;5855.0;0.0;0.009695161741400206
Nordeste;2;BA;29;2927408;1;1;2;4;385;471;424;158;107;134;0;168.0;4873.0;26495.0;149.0;2362.0;670.0;1687.0;4.0;0.0;0.0;0.0;2642.0;0.0;0.00562370258539347
Centro-Oeste;5;GO;52;5208707;1;2;2;4;386;49;218;112;53;54;0;45.0;3639.0;6416.0;56.0;5222.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.008728179551122194
Centro-Oeste;5;MS;50;5002704;1;1;2;5;387;342;259;122;117;28;0;65.0;3366.0;6271.0;9.0;1381.0;69.0;646.0;19.0;0.0;0.0;0.0;209.0;1.0;0.00143517780258332
Nordeste;2;BA;29;2927408;1;2;2;4;396;80;98;42;45;35;0;35.0;29811.0;2472.0;6.0;2419.0;339.0;258.0;101.0;0.0;0.0;0.0;0.0;0.0;0.0024271844660194173
Nordeste;2;SE;28;2800308;1;1;2;4;398;630;639;283;216;156;0;63.0;3333.0;18028.0;65.0;2901.0;1062.0;1842.0;0.0;0.0;0.0;0.0;3443.0;35.0;0.003605502551586421
Centro-Oeste;5;DF;53;5300108;1;2;2;5;402;415;733;317;238;152;0;65.0;9065.0;14718.0;214.0;2873.0;213.0;3.0;0.0;0.0;0.0;191.0;4419.0;38.0;0.014540019024323957
Centro-Oeste;5;DF;53;5300108;1;1;2;5;403;381;494;182;200;234;0;84.0;7036.0;20035.0;20.0;3683.0;331.0;2351.0;13.0;0.0;0.0;0.0;22.0;0.0;0.0009982530571499876
Centro-Oeste;5;DF;53;5300108;1;3;2;5;404;69;76;43;21;2;0;14.0;1680.0;1413.0;3.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0021231422505307855
Nordeste;2;PE;26;2609600;0;3;2;5;405;19;38;28;6;0;0;7.0;730.0;173.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
Nordeste;2;PE;26;2611606;1;1;1;2;409;4600;1357;263;944;1266;988;66.0;4780.0;15071.0;101.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.006701612368124212
Nordeste;2;PE;26;2611606;1;3;2;5;410;81;73;43;29;30;0;14.0;44471.0;2354.0;0.0;1035.0;0.0;0.0;0.0;0.0;0.0;0.0;2353.0;0.0;0.0
Sudeste;3;SP;35;3550308;1;3;2;5;415;360;341;48;279;32;0;6.0;774.0;1746.0;0.0;463.0;0.0;0.0;0.0;0.0;0.0;0.0;140.0;28.0;0.0
Sudeste;3;SP;35;3550308;1;3;2;4;416;14;6;4;1;3;0;2.0;776.0;89.0;1.0;68.0;1.0;30.0;0.0;0.0;0.0;0.0;0.0;0.0;0.011235955056179775
Sudeste;3;SP;35;3550308;1;1;2;4;417;877;591;305;249;197;0;171.0;21545.0;117562.0;1521.0;16689.0;301.0;3474.0;32.0;0.0;0.0;0.0;26395.0;0.0;0.01293785406849152
Sudeste;3;SP;35;3529005;0;1;2;4;420;195;284;114;137;132;0;70.0;2611.0;18610.0;355.0;1597.0;185.0;890.0;95.0;18.0;0.0;417.0;8154.0;0.0;0.01907576571735626
Sul;4;RS;43;4307005;0;1;2;5;423;903;765;374;257;145;0;112.0;4735.0;8044.0;10.0;3722.0;1031.0;1143.0;271.0;0.0;0.0;0.0;474.0;3.0;0.0012431626056688214
Sul;4;RS;43;4316907;0;1;2;5;426;174;400;165;185;153;0;36.0;2195.0;3475.0;18.0;1173.0;0.0;512.0;0.0;8.0;0.0;89.0;1054.0;2.0;0.005179856115107914
Sul;4;PR;41;4113700;0;2;2;5;430;486;285;141;65;60;0;51.0;2650.0;7771.0;72.0;784.0;108.0;674.0;2.0;0.0;0.0;0.0;4490.0;0.0;0.009265216831810578
Sudeste;3;SP;35;3529005;0;3;1;2;431;197;192;42;107;101;43;2.0;135.0;609.0;7.0;0.0;0.0;0.0;0.0;80.0;0.0;81.0;196.0;3.0;0.011494252873563218
Sul;4;PR;41;4122404;0;3;2;5;432;12;11;5;2;0;0;2.0;190.0;132.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;15.0;0.0;0.030303030303030304
Sudeste;3;SP;35;3550308;1;3;2;5;434;181;322;102;90;50;1;18.0;1782.0;3303.0;7.0;648.0;2.0;517.0;0.0;0.0;0.0;0.0;0.0;0.0;0.002119285498032092
Sudeste;3;MG;31;3143906;0;3;2;5;435;19;27;10;7;2;0;5.0;316.0;187.0;1.0;45.0;0.0;27.0;0.0;0.0;0.0;0.0;186.0;0.0;0.0053475935828877
Sul;4;PR;41;4128104;0;1;2;4;437;1015;646;283;112;217;0;151.0;12765.0;20212.0;138.0;2807.0;1235.0;1452.0;0.0;0.0;0.0;0.0;20207.0;0.0;0.00682762715218682
Sudeste;3;SP;35;3524105;0;3;2;5;438;5;60;22;13;1;0;11.0;387.0;293.0;0.0;3.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Sudeste;3;SP;35;3524105;0;3;2;5;439;89;104;36;48;23;7;5.0;502.0;949.0;1.0;886.0;48.0;91.0;0.0;0.0;0.0;15.0;200.0;0.0;0.001053740779768177
Sudeste;3;SP;35;3523909;0;3;2;4;440;19;51;33;6;5;0;6.0;1682.0;524.0;0.0;85.0;4.0;42.0;43.0;0.0;0.0;0.0;61.0;0.0;0.0
Sul;4;SC;42;4210100;0;1;1;7;441;93;280;122;45;40;36;60.0;1111.0;2186.0;1.0;553.0;0.0;0.0;0.0;0.0;0.0;0.0;553.0;0.0;0.0004574565416285453
Sul;4;RS;43;4306106;0;1;2;5;446;93;106;54;46;37;0;15.0;1147.0;1406.0;17.0;1031.0;132.0;467.0;3.0;0.0;0.0;0.0;0.0;1.0;0.01209103840682788
Sul;4;RS;43;4314902;1;2;2;4;448;245;198;112;57;44;0;162.0;2336.0;18883.0;101.0;1596.0;634.0;957.0;5.0;0.0;0.0;0.0;1378.0;0.0;0.005348726367632262
Sul;4;RS;43;4304606;0;1;2;5;449;486;686;267;151;142;0;116.0;12197.0;14301.0;78.0;5548.0;406.0;634.0;0.0;0.0;0.0;0.0;1199.0;11.0;0.0054541640444724145
Norte;1;RO;11;1100122;0;2;2;4;450;61;84;26;10;25;0;13.0;1814.0;2189.0;3.0;1085.0;105.0;303.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0013704888076747374
Norte;1;PA;15;1506807;0;2;2;5;451;46;73;35;28;18;1;8.0;1331.0;934.0;0.0;271.0;42.0;13.0;0.0;0.0;0.0;0.0;22.0;0.0;0.0
Norte;1;AM;13;1302603;1;2;2;5;452;23;103;50;27;36;0;10.0;2910.0;1277.0;5.0;1135.0;39.0;36.0;0.0;0.0;0.0;0.0;397.0;0.0;0.003915426781519186
Norte;1;TO;17;1721000;1;2;2;5;453;98;158;77;55;34;0;20.0;3794.0;3384.0;8.0;1083.0;189.0;21.0;0.0;0.0;0.0;0.0;0.0;0.0;0.002364066193853428
Sudeste;3;SP;35;3550308;1;2;2;5;456;80;44;31;11;39;0;51.0;4304.0;1363.0;1.0;13.0;7.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0007336757153338225
Sudeste;3;SP;35;3550308;1;1;2;5;458;13;57;25;21;32;0;10.0;1675.0;498.0;1.0;26.0;16.0;7.0;4.0;0.0;0.0;0.0;90.0;0.0;0.002008032128514056
Sudeste;3;SP;35;3550308;1;2;2;5;461;71;270;120;124;59;0;16.0;3023.0;2639.0;175.0;528.0;0.0;121.0;0.0;0.0;0.0;0.0;0.0;0.0;0.06631299734748011
Sudeste;3;SP;35;3550308;1;1;2;4;466;1176;659;261;226;186;0;239.0;7096.0;85951.0;301.0;3565.0;521.0;3041.0;3.0;0.0;0.0;0.0;5054.0;0.0;0.0035019953229165454
Sudeste;3;RJ;33;3301702;0;1;2;4;472;381;630;268;223;230;0;65.0;8918.0;22431.0;15.0;6015.0;744.0;1959.0;0.0;0.0;0.0;153.0;27.0;0.0;0.0006687174000267487
Sudeste;3;RJ;33;3304201;0;2;2;5;473;65;59;32;11;12;0;12.0;1361.0;928.0;3.0;810.0;15.0;64.0;49.0;0.0;0.0;33.0;203.0;0.0;0.003232758620689655
Sudeste;3;RJ;33;3304201;0;3;2;5;474;65;30;16;9;6;0;3.0;465.0;345.0;3.0;303.0;8.0;49.0;17.0;0.0;0.0;38.0;64.0;0.0;0.008695652173913044
Sudeste;3;RJ;33;3303906;0;3;2;5;475;363;338;159;126;95;0;1.0;178.0;1140.0;4.0;307.0;56.0;142.0;0.0;0.0;0.0;0.0;961.0;0.0;0.0035087719298245615
Sudeste;3;RJ;33;3305802;0;2;2;5;480;348;428;151;162;89;0;27.0;4418.0;5576.0;0.0;4152.0;3.0;346.0;0.0;0.0;0.0;0.0;5549.0;0.0;0.0
Sudeste;3;SP;35;3518800;0;1;2;5;481;265;423;182;128;178;0;112.0;27686.0;14867.0;15.0;7736.0;148.0;834.0;0.0;0.0;0.0;0.0;0.0;0.0;0.001008945987758122
Sul;4;SC;42;4204608;0;1;2;5;482;775;611;276;207;242;0;66.0;4679.0;11655.0;30.0;7251.0;2.0;1203.0;8.0;1526.0;0.0;280.0;1326.0;0.0;0.002574002574002574
Sudeste;3;SP;35;3518800;0;2;2;5;483;106;35;20;10;21;0;12.0;1822.0;1251.0;0.0;1181.0;7.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Sudeste;3;RJ;33;3306305;0;2;2;5;489;345;337;172;142;110;0;32.0;2225.0;4056.0;33.0;138.0;138.0;0.0;0.0;0.0;0.0;3697.0;1221.0;0.0;0.008136094674556213
Sudeste;3;RJ;33;3306107;0;2;2;5;490;421;195;105;75;79;0;44.0;1367.0;6241.0;39.0;3104.0;99.0;876.0;0.0;0.0;0.0;0.0;824.0;0.0;0.00624899855792341
Sudeste;3;SP;35;3518701;0;2;2;5;491;15;54;32;8;19;0;20.0;1565.0;1074.0;0.0;1027.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Sudeste;3;SP;35;3518404;0;3;2;5;493;5;12;7;5;2;0;1.0;536.0;59.0;0.0;59.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Sul;4;SC;42;4218707;0;1;2;5;494;260;346;148;165;127;0;201.0;3007.0;15722.0;136.0;2100.0;171.0;1927.0;2.0;0.0;0.0;0.0;2750.0;0.0;0.008650298944154687
Sudeste;3;SP;35;3507605;0;3;1;3;495;19;75;33;18;0;0;6.0;740.0;373.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Sudeste;3;SP;35;3516200;0;1;2;4;496;466;377;198;147;126;0;159.0;7975.0;62539.0;696.0;7039.0;236.0;1489.0;14.0;0.0;0.0;0.0;15206.0;0.0;0.011129055469387103
Sudeste;3;ES;32;3205309;1;3;2;5;501;85;195;85;56;17;7;4.0;590.0;1558.0;8.0;543.0;2.0;314.0;0.0;0.0;0.0;0.0;1068.0;7.0;0.005134788189987163
Sudeste;3;SP;35;3548500;0;2;2;4;502;57;110;57;41;24;0;52.0;943.0;2701.0;31.0;484.0;79.0;351.0;54.0;0.0;0.0;0.0;527.0;0.0;0.011477230655312847
Sudeste;3;RJ;33;3301009;0;3;2;5;506;81;143;63;46;12;0;2.0;240.0;1049.0;1.0;396.0;54.0;0.0;0.0;0.0;0.0;0.0;166.0;0.0;0.0009532888465204957
Sudeste;3;MG;31;3134202;0;3;2;4;507;27;72;34;14;14;2;12.0;1169.0;894.0;3.0;170.0;73.0;34.0;0.0;0.0;0.0;0.0;0.0;0.0;0.003355704697986577
Sudeste;3;MG;31;3132404;0;3;2;5;508;17;19;13;4;5;0;4.0;531.0;188.0;0.0;178.0;8.0;0.0;0.0;0.0;0.0;0.0;183.0;0.0;0.0
Sudeste;3;MG;31;3132404;0;3;2;5;510;14;22;12;4;1;1;1.0;102.0;103.0;2.0;79.0;58.0;18.0;7.0;0.0;0.0;0.0;26.0;0.0;0.019417475728155338
Sudeste;3;MG;31;3127701;0;1;2;5;513;431;318;141;65;106;0;28.0;1590.0;4103.0;17.0;1151.0;906.0;905.0;0.0;0.0;0.0;0.0;220.0;0.0;0.004143309773336583
Sudeste;3;RJ;33;3300407;0;2;2;5;514;163;104;68;23;27;0;33.0;1617.0;3123.0;4.0;1705.0;65.0;0.0;0.0;0.0;0.0;0.0;1384.0;0.0;0.001280819724623759
Sudeste;3;RJ;33;3303302;0;2;2;4;515;40;294;145;111;56;0;126.0;2291.0;22140.0;220.0;9058.0;118.0;1155.0;0.0;0.0;0.0;0.0;1608.0;0.0;0.00993676603432701
Sudeste;3;RJ;33;3304557;1;2;2;5;516;13;18;6;4;6;0;7.0;4723.0;321.0;0.0;312.0;7.0;50.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Sudeste;3;SP;35;3524303;0;3;2;5;517;27;100;47;24;10;0;16.0;1723.0;1486.0;19.0;119.0;30.0;70.0;26.0;0.0;0.0;0.0;0.0;0.0;0.01278600269179004
Centro-Oeste;5;DF;53;5300108;1;2;2;4;518;482;309;174;115;70;0;39.0;12310.0;18048.0;299.0;6222.0;363.0;1488.0;16.0;0.0;0.0;0.0;13947.0;0.0;0.016566932624113476
Nordeste;2;BA;29;2927408;1;1;2;5;519;165;216;107;82;73;1;46.0;7290.0;6065.0;15.0;926.0;108.0;586.0;1.0;0.0;0.0;0.0;0.0;0.0;0.00247320692497939
Sudeste;3;SP;35;3530607;0;1;2;4;521;280;484;213;138;187;0;58.0;11088.0;13742.0;76.0;732.0;74.0;658.0;0.0;0.0;0.0;79.0;11094.0;0.0;0.005530490467180905
Sudeste;3;RJ;33;3304557;1;2;2;5;522;216;174;99;54;35;0;77.0;11120.0;24760.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00024232633279483036
Sudeste;3;SP;35;3530607;0;2;2;4;526;305;357;184;114;72;0;153.0;11840.0;29911.0;342.0;4841.0;93.0;2075.0;1.0;0.0;0.0;0.0;4220.0;0.0;0.01143392063120591
Centro-Oeste;5;GO;52;5208707;1;1;2;5;527;328;1029;491;384;453;0;71.0;10465.0;16153.0;521.0;6668.0;766.0;1898.0;1.0;0.0;0.0;97.0;3108.0;0.0;0.032254070451309354
Sudeste;3;RJ;33;3304557;1;1;2;5;528;1930;1231;275;893;435;0;47.0;2804.0;9244.0;103.0;3224.0;0.0;970.0;0.0;0.0;0.0;1329.0;1267.0;280.0;0.011142362613587191
Sudeste;3;ES;32;3205309;1;3;1;2;530;40;61;27;20;60;1;2.0;120.0;278.0;12.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;37.0;0.0;0.04316546762589928
Sul;4;RS;43;4310207;0;1;2;5;532;204;363;167;152;106;4;66.0;9076.0;4030.0;42.0;589.0;27.0;52.0;0.0;0.0;0.0;100.0;920.0;4.0;0.010421836228287842
Sudeste;3;SP;35;3522307;0;3;2;5;533;25;47;17;2;9;3;4.0;408.0;552.0;0.0;486.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Nordeste;2;BA;29;2927408;1;3;2;5;534;443;518;193;274;230;0;8.0;1066.0;3680.0;2.0;298.0;5.0;0.0;0.0;0.0;0.0;0.0;961.0;4.0;0.0005434782608695652
Sul;4;PR;41;4114203;0;3;1;3;535;11;24;11;6;1;0;5.0;355.0;89.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;14.0;0.0;0.0
Sudeste;3;MG;31;3131703;0;2;2;5;545;95;80;37;21;14;0;10.0;1141.0;1011.0;6.0;229.0;58.0;117.0;0.0;0.0;0.0;0.0;10.0;0.0;0.005934718100890208
Sudeste;3;SP;35;3550308;1;1;2;5;546;883;1122;165;911;376;0;35.0;3297.0;10232.0;64.0;2491.0;263.0;1451.0;0.0;0.0;0.0;1801.0;4747.0;77.0;0.006254886630179828
Sudeste;3;RJ;33;3304557;1;1;1;2;547;2985;3203;364;2770;2703;1990;101.0;10739.0;33636.0;768.0;0.0;0.0;0.0;0.0;10245.0;148.0;17758.0;8136.0;1.0;0.022832679272208348
Nordeste;2;MA;21;2111300;1;1;1;1;548;1481;1929;339;1495;1862;1420;109.0;6708.0;37212.0;557.0;0.0;0.0;0.0;0.0;17866.0;201.0;1871.0;4926.0;2.0;0.014968289798989573
Norte;1;AC;12;1200401;1;1;1;1;549;701;796;160;533;737;576;59.0;3171.0;8524.0;316.0;0.0;0.0;0.0;0.0;3021.0;157.0;5464.0;2413.0;3.0;0.03707179727827311
Nordeste;2;PB;25;2504009;0;1;1;2;550;836;1284;390;646;1179;580;64.0;14730.0;18165.0;7.0;0.0;0.0;0.0;0.0;1.0;0.0;363.0;2019.0;0.0;0.0003853564547206166
Sudeste;3;MG;31;3107109;0;3;2;5;554;4;5;2;0;0;0;2.0;1.0;12.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Nordeste;2;CE;23;2304400;1;1;2;5;555;1611;965;463;450;328;0;51.0;10246.0;20095.0;129.0;6542.0;2629.0;0.0;0.0;0.0;0.0;222.0;4774.0;68.0;0.006419507340134362
Nordeste;2;MA;21;2111300;1;1;1;2;568;567;1364;493;564;679;388;163.0;4750.0;18909.0;151.0;0.0;0.0;0.0;0.0;271.0;22.0;7011.0;1382.0;0.0;0.007985615315458248
Norte;1;PA;15;1501402;1;1;1;1;569;2442;2803;373;2327;2758;2312;157.0;9621.0;36068.0;791.0;0.0;0.0;0.0;0.0;32382.0;430.0;3302.0;4074.0;2.0;0.021930797382721526
Nordeste;2;RN;24;2408102;1;1;1;1;570;2861;2562;368;2084;2227;1900;120.0;8251.0;30420.0;617.0;0.0;0.0;0.0;0.0;14271.0;399.0;8650.0;13766.0;31.0;0.020282708744247206
Sul;4;PR;41;4106902;1;1;1;1;571;3263;2611;166;2393;2383;2140;151.0;12140.0;28197.0;495.0;0.0;0.0;0.0;0.0;11331.0;102.0;413.0;5563.0;118.0;0.017555059048834983
Sudeste;3;RJ;33;3303302;0;1;1;1;572;3632;3395;359;2988;3135;2790;132.0;12762.0;43774.0;528.0;0.0;0.0;0.0;0.0;16290.0;424.0;4389.0;3009.0;88.0;0.01206195458491342
